date,open,close,high,low,volume
2023-08-21,4.52,4.44,4.52,4.44,87777.0
2023-08-22,4.45,4.44,4.5,4.41,99501.0
2023-08-23,4.45,4.39,4.46,4.39,80089.0
2023-08-24,4.38,4.39,4.43,4.36,78297.0
2023-08-25,4.4,4.36,4.45,4.34,85537.0
2023-08-28,4.56,4.46,4.62,4.45,184779.0
2023-08-29,4.45,4.47,4.51,4.44,143626.0
2023-08-30,4.61,4.73,4.83,4.59,489369.0
2023-08-31,4.72,4.9,4.92,4.7,464094.0
2023-09-01,4.92,4.93,4.94,4.8,266872.0
2023-09-04,4.94,4.97,5.0,4.91,222694.0
2023-09-05,4.95,4.98,5.0,4.93,216188.0
2023-09-06,4.99,4.95,4.99,4.91,147490.0
2023-09-07,4.95,4.88,4.98,4.87,179095.0
2023-09-08,4.88,4.91,4.94,4.86,105595.0
2023-09-11,4.9,4.92,4.95,4.87,115575.0
2023-09-12,4.94,4.93,4.94,4.89,76783.0
2023-09-13,4.93,4.89,4.95,4.85,98118.0
2023-09-14,4.89,4.87,4.9,4.81,88004.0
2023-09-15,4.87,4.87,4.91,4.85,91530.0
2023-09-18,4.89,4.94,4.95,4.85,113796.0
2023-09-19,4.92,4.87,4.93,4.85,110144.0
2023-09-20,4.87,4.84,4.9,4.83,75675.0
2023-09-21,4.86,4.82,4.87,4.8,94337.0
2023-09-22,4.85,4.84,4.86,4.79,104196.0
2023-09-25,4.82,4.84,4.87,4.82,101507.0
2023-09-26,4.82,4.79,4.85,4.78,80540.0
2023-09-27,4.82,4.79,4.82,4.75,90930.0
2023-09-28,4.8,4.82,4.86,4.79,99491.0
2023-10-09,4.8,4.8,4.84,4.73,154329.0
2023-10-10,4.79,4.76,4.82,4.75,121754.0
2023-10-11,4.77,4.74,4.8,4.73,93140.0
2023-10-12,4.76,4.79,4.81,4.73,81668.0
2023-10-13,4.78,4.75,4.79,4.72,83477.0
2023-10-16,4.76,4.72,4.76,4.66,116707.0
2023-10-17,4.71,4.75,4.79,4.7,111266.0
2023-10-18,4.73,4.65,4.76,4.64,86290.0
2023-10-19,4.65,4.65,4.72,4.63,96085.0
2023-10-20,4.64,4.64,4.68,4.61,86163.0
2023-10-23,4.63,4.51,4.64,4.47,108881.0
2023-10-24,4.49,4.62,4.63,4.49,105756.0
2023-10-25,4.69,4.63,4.73,4.63,72830.0
2023-10-26,4.61,4.68,4.71,4.59,84962.0
2023-10-27,4.65,4.74,4.75,4.64,91044.0
2023-10-30,4.7,4.76,4.77,4.7,94551.0
2023-10-31,4.72,4.33,4.74,4.25,835270.0
