date,open,close,high,low,volume
2023-08-21,43.715,42.475,43.735,42.455,120984.0
2023-08-22,42.505,43.385,44.595,42.505,196681.0
2023-08-23,43.435,42.185,43.435,41.955,111861.0
2023-08-24,41.785,42.255,42.855,41.705,96407.0
2023-08-25,41.865,41.515,42.635,41.415,101339.0
2023-08-28,43.445,42.415,43.795,41.245,168474.0
2023-08-29,42.095,42.775,43.665,42.095,139706.0
2023-08-30,42.775,43.285,43.595,42.645,105340.0
2023-08-31,43.595,43.345,43.975,42.985,102198.0
2023-09-01,43.235,43.315,43.345,42.505,97671.0
2023-09-04,43.265,42.775,43.345,42.545,129129.0
2023-09-05,42.675,42.455,43.115,42.245,108826.0
2023-09-06,42.265,44.295,44.465,42.075,287661.0
2023-09-07,44.265,43.775,44.515,43.625,153828.0
2023-09-08,43.615,43.995,44.795,43.495,196488.0
2023-09-11,43.955,42.815,43.955,41.895,265361.0
2023-09-12,42.575,42.555,42.795,42.255,129967.0
2023-09-13,42.545,41.885,42.545,41.575,111769.0
2023-09-14,41.905,42.075,42.195,41.595,80494.0
2023-09-15,42.075,42.185,42.285,41.735,83097.0
2023-09-18,41.945,41.945,42.245,41.815,65846.0
2023-09-19,42.035,41.505,42.105,41.445,68233.0
2023-09-20,41.395,41.425,41.605,41.255,43849.0
2023-09-21,41.595,42.055,42.295,41.595,100853.0
2023-09-22,42.115,42.855,43.355,41.855,103629.0
2023-09-25,42.855,42.305,43.035,42.165,75720.0
2023-09-26,42.445,40.775,42.485,40.395,201766.0
2023-09-27,40.775,40.755,41.235,40.595,99553.0
2023-09-28,41.035,41.645,41.965,40.915,125509.0
2023-10-09,41.715,41.995,42.445,41.525,83093.0
2023-10-10,41.945,42.225,42.465,41.795,72203.0
2023-10-11,42.175,40.745,42.185,40.495,162802.0
2023-10-12,40.685,40.905,40.955,40.395,87377.0
2023-10-13,40.675,40.295,40.695,39.875,94272.0
2023-10-16,40.255,39.985,40.625,39.915,66393.0
2023-10-17,39.945,39.745,40.125,39.285,69015.0
2023-10-18,39.675,38.785,39.695,38.775,83101.0
2023-10-19,38.565,39.005,39.485,38.495,78633.0
2023-10-20,38.895,39.095,39.475,38.715,66977.0
2023-10-23,39.015,40.135,40.775,38.915,154240.0
2023-10-24,40.065,40.145,40.295,39.345,101535.0
2023-10-25,40.845,41.145,41.745,40.475,124933.0
2023-10-26,41.145,41.285,41.475,40.775,87707.0
2023-10-27,41.085,40.865,41.695,40.685,112636.0
2023-10-30,40.995,41.065,41.595,40.505,106984.0
2023-10-31,41.075,40.975,41.215,40.685,53195.0
2023-11-01,40.995,40.985,41.155,40.705,46265.0
2023-11-02,40.895,39.715,41.095,39.575,117382.0
2023-11-03,39.675,40.075,40.245,39.555,82316.0
2023-11-06,40.235,40.355,40.485,39.795,90499.0
2023-11-07,40.195,40.325,40.755,40.045,69473.0
2023-11-08,40.335,40.295,40.485,40.005,64609.0
2023-11-09,40.245,39.875,40.385,39.825,63351.0
2023-11-10,39.815,40.475,40.575,39.715,69774.0
2023-11-13,40.415,42.255,42.395,40.195,210188.0
2023-11-14,42.095,42.145,42.895,41.765,131374.0
2023-11-15,42.375,41.905,42.395,41.485,89362.0
2023-11-16,41.555,41.655,42.165,41.555,65122.0
2023-11-17,41.605,41.735,41.895,41.225,63384.0
2023-11-20,41.695,42.465,42.775,41.495,91856.0
2023-11-21,42.445,42.285,42.665,42.025,70167.0
2023-11-22,42.155,41.995,42.275,41.765,56186.0
