date,open,close,high,low,volume
2023-07-24,5.73,5.74,5.8,5.7,234507.0
2023-07-25,5.8,5.86,5.87,5.8,315423.0
2023-07-26,5.87,5.76,5.87,5.73,391891.0
2023-07-27,5.77,5.73,5.8,5.71,329583.0
2023-07-28,5.72,5.89,5.9,5.68,602235.0
2023-07-31,5.89,5.99,6.03,5.89,782440.0
2023-08-01,5.96,5.98,6.03,5.96,432644.0
2023-08-02,6.0,5.95,6.05,5.93,456881.0
2023-08-03,5.91,5.95,5.96,5.87,361956.0
2023-08-04,5.97,5.97,6.02,5.96,398983.0
2023-08-07,5.96,5.98,6.0,5.89,449359.0
2023-08-08,5.98,5.96,5.99,5.93,287730.0
2023-08-09,5.94,5.9,5.98,5.88,367123.0
2023-08-10,5.89,5.89,5.94,5.86,298824.0
2023-08-11,5.94,5.78,6.0,5.78,709515.0
2023-08-14,5.73,5.74,5.77,5.62,717523.0
2023-08-15,5.73,5.79,5.82,5.71,401153.0
2023-08-16,5.79,5.68,5.79,5.67,407040.0
2023-08-17,5.68,5.73,5.75,5.64,339005.0
2023-08-18,5.73,5.63,5.8,5.62,496567.0
2023-08-21,5.65,5.55,5.68,5.55,310182.0
2023-08-22,5.56,5.65,5.67,5.55,416233.0
2023-08-23,5.63,5.58,5.65,5.57,273426.0
2023-08-24,5.59,5.37,5.62,5.37,882083.0
2023-08-25,5.34,5.42,5.46,5.31,428368.0
2023-08-28,5.72,5.66,5.8,5.62,1124621.0
2023-08-29,5.64,5.59,5.69,5.59,724031.0
2023-08-30,5.59,5.5,5.62,5.5,470986.0
2023-08-31,5.51,5.42,5.58,5.42,471205.0
2023-09-01,5.44,5.45,5.49,5.41,282099.0
2023-09-04,5.46,5.62,5.62,5.46,547745.0
2023-09-05,5.61,5.54,5.61,5.52,331114.0
2023-09-06,5.53,5.49,5.54,5.46,330555.0
2023-09-07,5.47,5.4,5.49,5.39,349406.0
2023-09-08,5.38,5.38,5.41,5.36,272052.0
2023-09-11,5.39,5.41,5.46,5.36,342838.0
2023-09-12,5.41,5.39,5.43,5.38,236214.0
