date,open,close,high,low,volume
2020-01-02,21.31,21.18,21.63,21.06,70915.0
2020-01-03,21.18,21.03,21.34,20.89,52004.0
2020-01-06,20.94,20.53,21.06,20.31,82427.0
2020-01-07,20.57,21.29,21.74,20.57,91140.0
2020-01-08,20.86,21.18,21.71,20.86,74121.0
2020-01-09,21.26,21.23,21.77,21.08,63348.0
2020-01-10,21.23,21.33,21.43,20.78,60543.0
2020-01-13,21.3,21.86,22.07,21.3,75115.0
2020-01-14,21.87,21.65,22.03,21.44,55096.0
2020-01-15,21.49,21.79,21.94,21.31,53265.0
2020-01-16,21.88,21.36,21.93,21.14,54809.0
2020-01-17,21.42,22.24,22.99,21.42,100688.0
2020-01-20,22.29,22.79,22.97,21.89,77842.0
2020-01-21,22.7,22.83,23.25,22.18,82779.0
2020-01-22,22.52,23.81,23.98,22.44,87011.0
2020-01-23,23.73,23.0,23.73,22.56,96807.0
2020-02-03,20.32,21.18,21.54,20.32,101124.0
2020-02-04,20.69,23.06,23.18,20.69,64590.0
2020-02-05,22.84,23.47,24.0,22.49,79155.0
2020-02-06,23.73,25.68,25.84,23.41,81039.0
2020-02-07,25.68,26.46,26.68,24.88,64441.0
2020-02-10,26.13,25.47,26.38,25.08,69730.0
2020-02-11,25.43,25.38,26.02,25.18,32547.0
2020-02-12,25.26,26.06,26.24,25.04,41794.0
2020-02-13,26.31,25.47,26.33,25.4,32091.0
2020-02-14,25.47,25.3,25.92,24.95,40830.0
2020-02-17,25.36,26.06,26.17,25.29,50783.0
2020-02-18,26.4,27.64,27.68,26.06,65304.0
2020-02-19,27.46,26.48,27.5,26.36,48115.0
2020-02-20,26.52,27.0,27.28,26.23,44324.0
2020-02-21,27.05,26.18,27.05,26.0,64599.0
2020-02-24,26.17,25.02,26.28,24.82,111829.0
2020-02-25,24.68,24.44,25.18,23.53,101588.0
2020-02-26,24.04,23.95,24.47,23.66,64389.0
2020-02-27,24.09,24.57,25.01,24.0,77432.0
2020-02-28,23.91,23.17,24.38,23.1,57797.0
2020-03-02,23.74,24.24,24.68,23.45,67938.0
2020-03-03,24.55,24.43,24.98,24.17,48468.0
2020-03-04,24.23,24.02,24.56,23.6,41930.0
2020-03-05,24.35,26.39,26.6,24.09,124611.0
2020-03-06,25.98,25.94,26.32,25.63,52493.0
2020-03-09,25.7,24.6,25.71,24.56,58186.0
2020-03-10,24.34,25.74,25.98,24.33,81293.0
2020-03-11,25.74,25.26,26.28,25.17,53553.0
2020-03-12,24.48,23.99,25.26,23.83,52221.0
2020-03-13,22.18,23.83,24.17,22.09,67482.0
2020-03-16,24.19,22.4,24.27,22.2,53099.0
2020-03-17,22.41,22.11,22.98,21.76,45976.0
2020-03-18,22.27,21.79,23.04,21.78,38207.0
2020-03-19,21.83,22.23,22.53,21.21,55432.0
2020-03-20,22.39,23.79,23.79,22.39,59608.0
2020-03-23,23.2,23.05,23.61,22.54,50883.0
2020-03-24,23.47,23.38,23.91,22.68,59513.0
2020-03-25,24.08,24.09,24.32,23.5,44038.0
2020-03-26,23.9,23.91,24.3,23.56,53350.0
2020-03-27,24.34,24.18,24.72,23.68,45457.0
2020-03-30,23.82,23.58,23.96,22.87,42960.0
2020-03-31,23.86,24.33,24.81,23.86,40503.0
2020-04-01,24.33,24.62,25.13,23.83,71729.0
2020-04-02,24.86,25.36,25.43,24.48,60566.0
2020-04-03,25.18,25.24,26.53,25.07,74563.0
2020-04-07,25.55,25.26,26.18,25.06,60865.0
2020-04-08,24.98,25.46,25.79,24.66,49444.0
2020-04-09,25.46,26.18,26.47,24.99,46693.0
2020-04-10,26.1,26.0,26.93,25.38,46309.0
2020-04-13,26.16,26.07,26.74,25.28,41770.0
2020-04-14,26.38,27.08,27.41,26.38,69280.0
2020-04-15,26.81,26.53,27.38,26.46,38468.0
2020-04-16,26.18,26.43,26.73,26.16,25324.0
2020-04-17,26.43,26.07,26.88,25.98,36416.0
2020-04-20,26.02,26.73,27.02,26.02,37732.0
2020-04-21,26.49,26.32,26.83,26.18,24682.0
2020-04-22,26.24,26.74,26.92,26.06,30709.0
2020-04-23,26.75,27.33,27.66,26.74,39024.0
2020-04-24,27.23,27.16,27.46,26.88,20137.0
2020-04-27,27.15,27.61,28.36,27.08,44559.0
2020-04-28,27.51,28.98,29.28,27.39,59231.0
2020-04-29,28.77,29.34,29.48,28.48,30603.0
2020-04-30,28.08,27.58,28.4,26.51,103224.0
2020-05-06,27.51,27.06,27.52,25.91,89457.0
2020-05-07,26.68,27.04,27.36,26.28,49681.0
2020-05-08,27.21,28.72,29.0,27.07,76471.0
2020-05-11,28.81,28.71,29.68,28.38,52947.0
2020-05-12,28.99,29.18,29.68,28.75,47966.0
2020-05-13,29.79,29.36,29.81,28.3,52602.0
2020-05-14,29.18,28.92,29.47,28.77,31674.0
2020-05-15,29.09,29.08,29.48,28.57,39142.0
2020-05-18,29.42,29.3,29.56,28.71,45100.0
2020-05-19,29.29,29.35,29.68,28.96,32201.0
2020-05-20,29.38,28.65,29.96,28.61,34911.0
2020-05-21,28.75,28.18,29.24,28.03,62722.0
2020-05-22,28.77,27.9,28.77,27.58,44408.0
2020-05-25,27.78,28.73,29.38,27.77,54921.0
2020-05-26,28.85,29.53,29.67,28.56,41911.0
2020-05-27,29.63,28.51,29.63,27.94,63648.0
2020-05-28,28.56,28.49,29.1,27.82,47992.0
2020-05-29,28.81,29.15,29.24,28.08,92171.0
2020-06-01,29.3,29.46,29.96,28.96,61662.0
2020-06-02,29.46,28.66,29.53,28.31,62836.0
2020-06-03,29.56,28.45,29.56,28.18,43838.0
2020-06-04,28.64,30.04,30.04,28.4,58945.0
2020-06-05,29.88,30.7,30.75,29.57,51677.0
2020-06-08,30.78,29.17,30.95,28.99,58305.0
2020-06-09,29.18,29.5,30.2,28.8,43835.0
2020-06-10,29.5,29.68,29.96,29.23,30921.0
2020-06-11,29.86,28.95,30.03,28.89,31683.0
2020-06-12,28.6,28.4,28.96,27.96,46193.0
2020-06-15,28.21,27.66,28.52,27.59,48951.0
2020-06-16,27.76,29.89,30.06,27.76,73037.0
2020-06-17,30.06,30.41,30.44,29.46,44668.0
2020-06-18,30.24,30.06,30.74,29.86,47000.0
2020-06-19,30.54,32.15,32.36,30.07,69912.0
2020-06-22,32.01,32.21,32.64,31.55,54822.0
2020-06-23,32.21,33.46,34.09,31.82,64246.0
2020-06-24,33.41,33.8,34.24,33.17,42071.0
2020-06-29,33.8,33.96,34.14,33.26,32993.0
2020-06-30,33.96,34.03,34.45,32.76,35882.0
2020-07-01,34.32,34.04,34.38,33.58,43409.0
2020-07-02,34.16,33.87,34.94,33.59,51684.0
2020-07-03,33.66,33.56,34.15,33.06,60670.0
2020-07-06,33.56,33.05,34.21,32.02,105128.0
2020-07-07,33.06,32.38,33.35,32.26,124375.0
2020-07-08,32.36,32.39,32.82,32.26,66336.0
2020-07-09,32.37,32.88,33.0,32.07,108491.0
2020-07-10,32.72,32.06,33.05,31.77,108556.0
2020-07-13,32.26,33.25,33.53,32.26,107424.0
2020-07-14,33.45,33.41,34.11,32.59,99946.0
