date,open,close,high,low,volume
2023-07-24,24.985,23.445,25.165,23.065,496288.0
2023-07-25,24.965,26.095,26.095,24.955,886405.0
2023-07-26,26.195,26.625,26.885,25.905,1036335.0
2023-07-27,26.305,26.365,26.915,25.995,440816.0
2023-07-28,26.715,27.475,27.675,26.465,565754.0
2023-07-31,28.415,27.815,29.075,27.305,646891.0
2023-08-01,27.665,27.165,28.055,27.045,388772.0
2023-08-02,27.055,27.375,28.065,26.975,309948.0
2023-08-03,27.165,27.875,27.995,27.035,264071.0
2023-08-04,28.395,27.875,29.145,27.685,340877.0
2023-08-07,27.585,26.985,27.615,26.525,403682.0
2023-08-08,26.965,26.705,27.185,26.665,198883.0
2023-08-09,26.905,26.795,27.275,26.545,216750.0
2023-08-10,26.665,26.665,27.205,26.325,234674.0
2023-08-11,26.675,25.795,27.065,25.525,341671.0
2023-08-14,24.985,25.615,26.095,24.525,250647.0
2023-08-15,25.715,25.895,25.965,25.125,238139.0
2023-08-16,25.685,26.405,27.365,25.465,334538.0
2023-08-17,26.065,26.215,26.465,25.665,204263.0
2023-08-18,26.215,25.865,26.755,25.835,197838.0
2023-08-21,25.745,25.525,26.355,25.455,220999.0
2023-08-22,25.445,25.695,25.795,25.175,237439.0
2023-08-23,25.715,24.975,25.715,24.875,158171.0
2023-08-24,25.015,24.565,25.115,24.395,180692.0
2023-08-25,24.435,24.935,25.765,24.215,253447.0
2023-08-28,27.255,26.235,27.545,25.465,516618.0
2023-08-29,25.915,26.515,26.775,25.555,367454.0
2023-08-30,26.285,27.085,27.365,25.995,412516.0
2023-08-31,26.965,25.685,27.185,25.615,418088.0
2023-09-01,26.005,26.365,27.215,25.995,375523.0
2023-09-04,27.165,27.135,27.715,27.025,534124.0
2023-09-05,27.065,27.265,27.385,26.735,322489.0
2023-09-06,26.965,26.925,27.115,26.465,220847.0
2023-09-07,26.865,26.635,27.315,26.385,208204.0
2023-09-08,26.585,26.315,26.635,25.955,142833.0
2023-09-11,26.135,25.895,26.265,25.495,271503.0
2023-09-12,25.865,25.465,25.865,25.355,194657.0
2023-09-13,25.385,25.165,25.605,24.975,139340.0
2023-09-14,25.145,24.725,25.245,24.465,194256.0
2023-09-15,24.805,24.365,24.915,24.185,164166.0
2023-09-18,24.385,24.105,24.565,23.915,191930.0
2023-09-19,24.165,24.095,24.435,23.945,166252.0
2023-09-20,24.145,24.275,24.495,23.765,211480.0
2023-09-21,24.245,24.505,25.325,24.205,299940.0
2023-09-22,24.335,24.645,24.695,24.125,174067.0
2023-09-25,24.585,24.255,24.655,24.215,111656.0
2023-09-26,24.255,23.785,24.565,23.715,162718.0
2023-09-27,23.665,23.825,24.215,23.585,185108.0
2023-09-28,23.895,23.645,23.915,23.595,141677.0
2023-10-09,23.545,22.725,23.545,22.465,357025.0
2023-10-10,22.865,22.125,22.905,22.025,319946.0
2023-10-11,22.185,21.915,22.335,21.525,329554.0
2023-10-12,21.965,22.245,22.495,21.815,307279.0
2023-10-13,22.165,21.735,22.415,21.565,225197.0
2023-10-16,21.735,21.085,21.855,21.015,308708.0
2023-10-17,21.605,21.445,21.665,21.165,172660.0
2023-10-18,21.645,21.345,21.695,21.065,210244.0
2023-10-19,21.095,20.965,21.465,20.805,245226.0
2023-10-20,20.765,20.895,21.145,20.645,310068.0
2023-10-23,20.745,20.445,20.845,20.135,209316.0
2023-10-24,20.565,20.225,20.645,20.025,340824.0
2023-10-25,21.665,21.675,22.455,21.635,719841.0
2023-10-26,21.465,21.345,21.585,20.705,362558.0
2023-10-27,20.995,22.165,22.235,20.985,366100.0
