date,open,close,high,low,volume
2023-11-27,13.651,13.601,13.651,13.481,259848.0
2023-11-28,13.591,13.611,13.651,13.541,159686.0
2023-11-29,13.601,13.481,13.651,13.431,211007.0
2023-11-30,13.461,13.511,13.561,13.451,197880.0
2023-12-01,13.491,13.611,13.631,13.481,217423.0
2023-12-04,13.611,13.531,13.641,13.521,177777.0
2023-12-05,13.501,13.331,13.511,13.321,271443.0
2023-12-06,13.321,13.321,13.381,13.271,215053.0
2023-12-07,13.321,13.361,13.451,13.281,218700.0
2023-12-08,13.391,13.321,13.391,13.311,160063.0
2023-12-11,13.301,13.441,13.501,13.141,315719.0
2023-12-12,13.421,13.401,13.471,13.361,178979.0
2023-12-13,13.401,13.321,13.461,13.281,207845.0
2023-12-14,13.401,13.311,13.441,13.281,146099.0
2023-12-15,13.321,13.291,13.411,13.291,172813.0
2023-12-18,13.271,13.191,13.331,13.161,189295.0
2023-12-19,13.191,13.241,13.291,13.131,175871.0
2023-12-20,13.231,13.081,13.261,13.051,248406.0
2023-12-21,13.041,13.161,13.211,13.011,170457.0
2023-12-22,13.181,13.241,13.351,13.121,194438.0
2023-12-25,13.221,13.221,13.261,13.181,98225.0
2023-12-26,13.211,13.071,13.221,13.061,132479.0
2023-12-27,13.081,13.131,13.201,12.931,180992.0
2023-12-28,13.101,13.361,13.431,13.101,311038.0
2023-12-29,13.361,13.391,13.411,13.321,170313.0
2024-01-02,13.401,13.301,13.461,13.301,191220.0
2024-01-03,13.281,13.271,13.341,13.191,158055.0
2024-01-04,13.241,13.201,13.321,13.071,221238.0
2024-01-05,13.191,13.211,13.341,13.091,212501.0
2024-01-08,13.151,13.041,13.171,13.021,183629.0
2024-01-09,13.091,13.001,13.101,12.951,144859.0
2024-01-10,12.931,12.921,13.111,12.851,213605.0
2024-01-11,12.911,13.041,13.081,12.901,126424.0
2024-01-12,13.031,13.011,13.131,12.971,144823.0
2024-01-15,12.961,12.981,13.101,12.891,108465.0
2024-01-16,12.981,13.011,13.031,12.861,190137.0
2024-01-17,13.021,12.771,13.031,12.771,221685.0
2024-01-18,12.701,12.921,12.951,12.491,326777.0
2024-01-19,12.871,12.801,12.881,12.731,187258.0
2024-01-22,12.781,12.521,12.841,12.401,286582.0
2024-01-23,12.531,12.601,12.741,12.361,244490.0
2024-01-24,12.711,13.031,13.141,12.481,465180.0
2024-01-25,12.941,13.181,13.221,12.901,445595.0
2024-01-26,13.081,13.191,13.271,13.061,386463.0
2024-01-29,13.171,13.041,13.251,13.031,264750.0
2024-01-30,12.991,12.871,13.121,12.861,233866.0
2024-01-31,12.881,12.801,12.981,12.701,255262.0
2024-02-01,12.801,12.671,12.901,12.621,289769.0
2024-02-02,12.691,12.471,12.731,12.031,407917.0
2024-02-05,12.301,12.231,12.491,11.901,409087.0
2024-02-06,12.181,12.831,12.901,12.131,428043.0
2024-02-07,12.791,12.971,13.041,12.761,425238.0
2024-02-08,13.031,13.061,13.211,13.011,438298.0
2024-02-19,13.091,13.001,13.091,12.881,360020.0
2024-02-20,12.981,13.071,13.141,12.901,341688.0
2024-02-21,13.001,13.221,13.391,12.941,594475.0
2024-02-22,13.161,13.301,13.351,13.131,364217.0
2024-02-23,13.311,13.281,13.361,13.241,331340.0
2024-02-26,13.261,13.151,13.321,13.141,272612.0
2024-02-27,13.221,13.301,13.301,13.141,301408.0
2024-02-28,13.351,13.071,13.531,13.071,610480.0
2024-02-29,13.021,13.281,13.281,13.011,540727.0
2024-03-01,13.251,13.321,13.371,13.171,503247.0
2024-03-04,13.351,13.211,13.351,13.151,259456.0
2024-03-05,13.181,13.151,13.221,13.081,294154.0
2024-03-06,13.151,13.071,13.231,13.021,286414.0
2024-03-07,13.091,13.001,13.201,12.971,347301.0
2024-03-08,13.021,13.021,13.071,12.911,224214.0
2024-03-11,13.011,13.151,13.151,12.991,266851.0
2024-03-12,13.171,13.241,13.311,13.151,336643.0
2024-03-13,13.241,13.121,13.251,13.091,222000.0
2024-03-14,13.091,13.031,13.151,12.981,238070.0
2024-03-15,13.001,13.081,13.101,12.931,225249.0
2024-03-18,13.131,13.311,13.401,13.121,455876.0
2024-03-19,13.301,13.121,13.301,13.111,284267.0
2024-03-20,13.121,13.151,13.171,13.031,242301.0
2024-03-21,13.161,13.161,13.291,13.131,249085.0
2024-03-22,13.121,12.951,13.151,12.931,294603.0
2024-03-25,12.811,12.641,12.831,12.611,337194.0
2024-03-26,12.611,12.731,12.751,12.611,194813.0
2024-03-27,12.711,12.551,12.781,12.541,199608.0
2024-03-28,12.561,12.521,12.641,12.421,288825.0
2024-03-29,12.401,12.451,12.481,12.341,256622.0
2024-04-01,12.651,12.561,12.651,12.511,285133.0
2024-04-02,12.561,12.461,12.611,12.411,281198.0
2024-04-03,12.441,12.311,12.461,12.271,309708.0
2024-04-08,12.241,12.201,12.311,12.111,243271.0
2024-04-09,12.211,12.281,12.281,12.191,144543.0
2024-04-10,12.261,12.141,12.281,12.081,217365.0
2024-04-11,12.091,12.071,12.171,12.041,207455.0
2024-04-12,12.081,11.841,12.101,11.821,328369.0
2024-04-15,11.801,11.991,12.131,11.701,368834.0
2024-04-16,11.901,11.871,12.011,11.841,243255.0
2024-04-17,11.871,12.081,12.091,11.851,254751.0
2024-04-18,12.061,12.141,12.291,12.031,311655.0
2024-04-19,12.081,12.011,12.151,11.981,203790.0
2024-04-22,12.031,12.021,12.121,11.971,157745.0
2024-04-23,12.021,12.001,12.071,11.981,143765.0
2024-04-24,12.001,12.001,12.031,11.911,135529.0
2024-04-25,11.971,11.981,12.051,11.921,126059.0
2024-04-26,12.171,12.511,12.591,12.101,743490.0
2024-04-29,12.431,12.531,12.691,12.401,674761.0
2024-04-30,12.491,12.311,12.501,12.281,351208.0
2024-05-06,12.471,12.401,12.561,12.371,380959.0
2024-05-07,12.411,12.371,12.411,12.291,257213.0
2024-05-08,12.321,12.211,12.351,12.201,229266.0
